Centroid,  Net_Area,   Net_Area,      Peak, FWHM,   FWHM,Reduced, ROI_Total,ROI, File,         ,     ,     , Nuclide, Photopeak_Energy, ROI_Lower_Energy, ROI_Upper_Energy, Color, User_Label, Continuum_Type
  463.60,     859.6,  59.7     ,1.4460e-003, 1.23,  0.26%,   0.50,    7742.9,  17,  ,594479.500,,,Ac228,463.00,458.175,469.017,#cc3333,,Linear
  511.51,    5610.6,  100.6    ,9.4379e-003, 2.37,  0.46%,   2.61,   16553.2,  18,  ,594479.500,,,,,501.747,522.005,,Annihilation,Linear
  583.76,    4393.1,  79.0     ,7.3897e-003, 1.21,  0.21%,   1.65,    9051.1,  19,  ,594479.500,,,Tl208,583.19,578.282,589.125,#00b9ff,,Linear
  609.94,    5756.0,  88.2     ,9.6825e-003, 1.34,  0.22%,   1.43,   10081.2,  20,  ,594479.500,,,Bi214,609.31,604.446,615.289,,,Linear
  662.37,   10573.4,  108.6    ,1.7786e-002, 1.33,  0.20%,   1.66,   20288.5,  21,  ,594479.500,,,Cs137,661.66,649.702,676.784,,,Linear
  728.09,     947.2,  49.8     ,1.5933e-003, 1.36,  0.19%,   0.79,    4366.3,  22,  ,594479.500,,,Bi212,727.33,722.563,733.406,#ff66ff,,Linear
  769.17,     517.7,  41.0     ,8.7081e-004, 1.33,  0.17%,   2.34,    6509.0,  23,  ,594479.500,,,Bi214,768.36,759.265,778.919,#006600,,Linear
  786.56,     210.2,  32.5     ,3.5362e-004, 1.10,  0.14%,   2.29,    5222.0,  24,  ,594479.500,,,Pa234m,786.25,776.885,794.506,#ff6633,,Linear
  795.61,     469.4,  41.9     ,7.8956e-004, 1.34,  0.17%,   0.70,    3485.0,  25,  ,594479.500,,,Ac228,794.95,790.225,801.067,#cc3333,,Linear
  836.34,     151.5,  30.1     ,2.5478e-004, 1.30,  0.15%,   1.02,    4164.0,  26,  ,594479.500,,,Ac228,835.71,826.359,840.591,#cc3333,,Linear
  840.57,     115.1,  158.2    ,1.9366e-004, 2.07,  0.25%,   0.18,    1773.0,  27,  ,594479.500,,,Ac228,840.38,838.558,844.658,#cc3333,,Linear
  861.30,     566.0,  41.2     ,9.5211e-004, 1.51,  0.18%,   1.53,    4621.0,  28,  ,594479.500,,,Tl208,860.56,851.435,867.701,#00b9ff,,Linear
  911.92,    3160.6,  67.6     ,5.3165e-003, 1.51,  0.17%,   1.37,    6083.0,  29,  ,594479.500,,,Ac228,911.20,905.654,917.268,#cc3333,,Linear
  934.77,     296.7,  38.1     ,4.9908e-004, 1.62,  0.17%,   1.07,    4474.0,  30,  ,594479.500,,,Bi214,934.06,926.665,943.609,#006600,,Linear
  950.32,     296.8,  50.6     ,4.9933e-004, 2.84,  0.30%,   0.85,    4755.0,  31,  ,594479.500,,,,,940.22,957.841,,,Linear
  965.36,     539.5,  53.2     ,9.0746e-004, 1.41,  0.15%,   0.67,    2594.3,  32,  ,594479.500,,,Ac228,964.77,959.875,967.565,#cc3333,,Linear
  969.64,    1676.0,  60.3     ,2.8193e-003, 1.48,  0.15%,   1.66,    4164.7,  33,  ,594479.500,,,Ac228,968.97,965.975,974.956,#cc3333,,Linear
 1002.69,      29.7,  18.4     ,4.9923e-005, 0.44,  0.04%,   2.42,    3051.1,  34,  ,594479.500,,,Pa234m,1000.99,995.963,1008.28,#ff6633,,Linear
 1120.97,    1177.1,  54.9     ,1.9800e-003, 1.72,  0.15%,   1.23,    4389.7,  35,  ,594479.500,,,Bi214,1120.29,1114.94,1126.5,,,Linear
 1155.59,     205.7,  41.2     ,3.4593e-004, 1.59,  0.14%,   1.34,    3338.9,  36,  ,594479.500,,,,,1149.96,1161.2,,,Linear
 1238.93,     563.9,  51.4     ,9.4853e-004, 1.89,  0.15%,   1.43,    5170.8,  37,  ,594479.500,,,Bi214,1238.11,1231.95,1245.74,#006600,,Linear
 1281.78,     103.3,  32.4     ,1.7379e-004, 1.53,  0.12%,   0.66,    2803.6,  38,  ,594479.500,,,Bi214,1280.96,1275.73,1288.21,#006600,,Linear
 1378.67,     312.8,  29.5     ,5.2623e-004, 1.72,  0.12%,   1.65,    1370.0,  39,  ,594479.500,,,Bi214,1377.67,1373.02,1384.03,#006600,,Linear
 1409.14,     168.1,  30.3     ,2.8273e-004, 2.01,  0.14%,   1.22,    1324.1,  40,  ,594479.500,,,Bi214,1407.98,1402.49,1414.16,#006600,,Linear
 1461.86,   36723.8,  193.3    ,6.1775e-002, 1.95,  0.13%,   1.57,   38840.4,  41,  ,594479.500,,,K40,1460.75,1446.27,1470.41,,,Linear
 1510.23,     164.7,  23.2     ,2.7707e-004, 1.95,  0.13%,   1.53,    1239.5,  42,  ,594479.500,,,Bi214,1509.23,1502.38,1519.76,,,Linear
 1588.96,     273.1,  28.7     ,4.5936e-004, 1.83,  0.12%,   0.46,    1229.0,  43,  ,594479.500,,,Ac228,1588.20,1584.84,1597.72,,,Linear
 1593.48,     234.5,  29.7     ,3.9447e-004, 2.25,  0.14%,   0.46,    1229.0,  44,  ,594479.500,,,Tl208 (D.E.),-371.90,1584.84,1597.72,#00b9ff,,Linear
 1621.54,     119.4,  19.3     ,2.0088e-004, 1.68,  0.10%,   2.33,     909.0,  45,  ,594479.500,,,Bi212,1620.50,1613.99,1629.58,#ff66ff,,Linear
 1631.45,     134.1,  22.7     ,2.2556e-004, 2.27,  0.14%,   2.78,     751.5,  46,  ,594479.500,,,Ac228,1630.63,1625.77,1638.4,#cc3333,,Linear
 1661.84,      60.9,  14.6     ,1.0246e-004, 1.13,  0.07%,   0.99,     927.0,  47,  ,594479.500,,,Bi214,1661.28,1651.96,1671.62,,,Linear
 1730.54,     253.2,  23.7     ,4.2595e-004, 2.00,  0.12%,   1.31,     801.7,  48,  ,594479.500,,,Bi214,1729.59,1723.81,1737,,,Linear
 1765.60,    1233.7,  39.3     ,2.0753e-003, 2.14,  0.12%,   0.95,    1763.9,  49,  ,594479.500,,,Bi214,1764.49,1758.07,1772.81,,,Linear
 1848.36,     170.8,  21.4     ,2.8727e-004, 2.51,  0.14%,   1.13,     987.0,  50,  ,594479.500,,,Bi214,1847.42,1833.65,1856.7,,,Linear
 2104.49,     304.6,  25.3     ,5.1239e-004, 3.04,  0.14%,   1.08,    1027.0,  51,  ,594479.500,,,Tl208 (S.E.),674.20,2093.33,2115.7,,,Linear
 2119.72,      58.7,  32.3     ,9.8680e-005, 2.40,  0.11%,   0.70,     531.7,  52,  ,594479.500,,,Bi214,2118.55,2109.6,2123.72,,,Linear
 2204.83,     413.7,  25.9     ,6.9592e-004, 2.31,  0.10%,   1.15,     866.0,  53,  ,594479.500,,,Bi214,2204.21,2198.42,2214.7,,,Linear
 2448.90,      78.2,  18.3     ,1.3163e-004, 2.41,  0.10%,   1.69,     436.0,  54,  ,594479.500,,,Bi214,2447.86,2443.9,2458.81,,,Linear
 2615.85,    2378.9,  50.0     ,4.0016e-003, 2.64,  0.10%,   1.29,    2680.8,  55,  ,594479.500,,,Tl208,2614.53,2603.53,2625.64,,,Linear
