1, -0.2167607662958864, 53
2, 0.4609522648120902, 49203
3, 1.1386652959200667, 49081
4, 1.8163783270280431, 3973
5, 2.4940913581360196, 2512
6, 3.1718043892439964, 7233
7, 3.8495174203519729, 8221
8, 4.5272304514599497, 9860
9, 5.2049434825679262, 10383
10, 5.8826565136759026, 10101
11, 6.5603695447838790, 9878
12, 7.2380825758918563, 9765
13, 7.9157956069998319, 11804
14, 8.5935086381078083, 38387
15, 9.2712216692157838, 25372
16, 9.9489347003237611, 11893
17, 10.6266477314317385, 6069
18, 11.3043607625397140, 4257
19, 11.9820737936476913, 2889
20, 12.6597868247556669, 2596
21, 13.3374998558636442, 2389
22, 14.0152128869716197, 2159
23, 14.6929259180795970, 2164
24, 15.3706389491875743, 2064
25, 16.0483519802955534, 2099
26, 16.7260650114035272, 1939
27, 17.4037780425115045, 1873
28, 18.0814910736194818, 1812
29, 18.7592041047274591, 1819
30, 19.4369171358354329, 1767
31, 20.1146301669434102, 1722
32, 20.7923431980513875, 1681
33, 21.4700562291593648, 1622
34, 22.1477692602673422, 1602
35, 22.8254822913753159, 1645
36, 23.5031953224832932, 1630
37, 24.1809083535912706, 1608
38, 24.8586213846992479, 1527
39, 25.5363344158072216, 1509
40, 26.2140474469151989, 1562
41, 26.8917604780231763, 1466
42, 27.5694735091311536, 1506
43, 28.2471865402391309, 1410
44, 28.9248995713471047, 1449
45, 29.6026126024550820, 1479
46, 30.2803256335630593, 1358
47, 30.9580386646710366, 1327
48, 31.6357516957790139, 1388
49, 32.3134647268869912, 1378
50, 32.9911777579949685, 1348
51, 33.6688907891029388, 1358
52, 34.3466038202109161, 1369
53, 35.0243168513188934, 1318
54, 35.7020298824268707, 1341
55, 36.3797429135348480, 1309
56, 37.0574559446428253, 1317
57, 37.7351689757508026, 1288
58, 38.4128820068587800, 1270
59, 39.0905950379667573, 1268
60, 39.7683080690747275, 1271
61, 40.4460211001827048, 1235
62, 41.1237341312906821, 1211
63, 41.8014471623986594, 1253
64, 42.4791601935066367, 1261
65, 43.1568732246146141, 1236
66, 43.8345862557225914, 1196
67, 44.5122992868305687, 1182
68, 45.1900123179385460, 1220
69, 45.8677253490465162, 1223
70, 46.5454383801544935, 1178
71, 47.2231514112624708, 1245
72, 47.9008644423704482, 1203
73, 48.5785774734784255, 1191
74, 49.2562905045864028, 1185
75, 49.9340035356943801, 1236
76, 50.6117165668023574, 1238
77, 51.2894295979103347, 1206
78, 51.9671426290183049, 1279
79, 52.6448556601262823, 1313
80, 53.3225686912342596, 1186
81, 54.0002817223422369, 1213
82, 54.6779947534502142, 1222
83, 55.3557077845581915, 1251
84, 56.0334208156661688, 1181
85, 56.7111338467741461, 1230
86, 57.3888468778821235, 1224
87, 58.0665599089900937, 1254
88, 58.7442729400980710, 1609
89, 59.4219859712060483, 1483
90, 60.0996990023140256, 1285
91, 60.7774120334220029, 1263
92, 61.4551250645299802, 1298
93, 62.1328380956379576, 1304
94, 62.8105511267459349, 1509
95, 63.4882641578539051, 1345
96, 64.1659771889618895, 1309
97, 64.8436902200698597, 1296
98, 65.5214032511778441, 1307
99, 66.1991162822858143, 1407
100, 66.8768293133937988, 1344
101, 67.5545423445017690, 1357
102, 68.2322553756097392, 1355
103, 68.9099684067177236, 1454
104, 69.5876814378256938, 1477
105, 70.2653944689336782, 1377
106, 70.9431075000416484, 1471
107, 71.6208205311496329, 1570
108, 72.2985335622576031, 1883
109, 72.9762465933655875, 1637
110, 73.6539596244735577, 2080
111, 74.3316726555815279, 3236
112, 75.0093856866895123, 1881
113, 75.6870987177974825, 1842
114, 76.3648117489054670, 3507
115, 77.0425247800134372, 2512
116, 77.7202378111214216, 1377
117, 78.3979508422293918, 1438
118, 79.0756638733373762, 1460
119, 79.7533769044453464, 1484
120, 80.4310899355533166, 1445
121, 81.1088029666613011, 1515
122, 81.7865159977692713, 1391
123, 82.4642290288772557, 1501
124, 83.1419420599852259, 1700
125, 83.8196550910932103, 1973
126, 84.4973681222011805, 1910
127, 85.1750811533091650, 1565
128, 85.8527941844171352, 1745
129, 86.5305072155251054, 2372
130, 87.2082202466330898, 2062
131, 87.8859332777410600, 1527
132, 88.5636463088490444, 1621
133, 89.2413593399570146, 2021
134, 89.9190723710649991, 1705
135, 90.5967854021729693, 1473
136, 91.2744984332809537, 1563
137, 91.9522114643889239, 2103
138, 92.6299244954968941, 2211
139, 93.3076375266048785, 1770
140, 93.9853505577128487, 1498
141, 94.6630635888208332, 1443
142, 95.3407766199288034, 1440
143, 96.0184896510367878, 1442
144, 96.6962026821447580, 1450
145, 97.3739157132527424, 1547
146, 98.0516287443607126, 1502
147, 98.7293417754686828, 1571
148, 99.4070548065766673, 1548
149, 100.0847678376846375, 1524
150, 100.7624808687926219, 1497
151, 101.4401938999005921, 1526
152, 102.1179069310085765, 1486
153, 102.7956199621165467, 1455
154, 103.4733329932245312, 1422
155, 104.1510460243325014, 1632
156, 104.8287590554404716, 1767
157, 105.5064720865484560, 1582
158, 106.1841851176564262, 1544
159, 106.8618981487644106, 1553
160, 107.5396111798723808, 1621
161, 108.2173242109803653, 1567
162, 108.8950372420883355, 1573
163, 109.5727502731963199, 1586
164, 110.2504633043042901, 1580
165, 110.9281763354122603, 1598
166, 111.6058893665202447, 1624
167, 112.2836023976282149, 1596
168, 112.9613154287361994, 1571
169, 113.6390284598441696, 1569
170, 114.3167414909521540, 1731
171, 114.9944545220601242, 1618
172, 115.6721675531681086, 1599
173, 116.3498805842760788, 1582
174, 117.0275936153840490, 1566
175, 117.7053066464920335, 1600
