Start Time, Mon Feb 21 2022 15:08:06 GMT+0000 (GMT)
Energy calibration,  Offset:-0.8944737974038629, Slope: 0.6777130311079765
Live Time (s), 1204602.5
Real Time (s), 1209121.82
Elapsed Computational, 0
Spectrum
Channel, Energy (keV), Counts
192, 129.2264281753276407, 3486
193, 129.9041412064356109, 3448
194, 130.5818542375435811, 3618
195, 131.2595672686515513, 3428
196, 131.9372802997595500, 3454
197, 132.6149933308675202, 3371
198, 133.2927063619754904, 3478
199, 133.9704193930834606, 3640
200, 134.6481324241914592, 3544
201, 135.3258454552994294, 3532
202, 136.0035584864073996, 3696
203, 136.6812715175153699, 3603
204, 137.3589845486233401, 3633
205, 138.0366975797313387, 3539
206, 138.7144106108393089, 3666
207, 139.3921236419472791, 3652
208, 140.0698366730552493, 3619
209, 140.7475497041632480, 3549
210, 141.4252627352712182, 3640
211, 142.1029757663791884, 3623
212, 142.7806887974871586, 3618
213, 143.4584018285951288, 3610
214, 144.1361148597031274, 3597
215, 144.8138278908110976, 3692
216, 145.4915409219190678, 3731
217, 146.1692539530270381, 3656
218, 146.8469669841350367, 3616
219, 147.5246800152430069, 3682
220, 148.2023930463509771, 3630
221, 148.8801060774589473, 3746
222, 149.5578191085669175, 3654
223, 150.2355321396749162, 3876
224, 150.9132451707828864, 3636
225, 151.5909582018908566, 3629
226, 152.2686712329988268, 3624
227, 152.9463842641068254, 3787
228, 153.6240972952147956, 3672
229, 154.3018103263227658, 3649
230, 154.9795233574307360, 3653
231, 155.6572363885387063, 3610
232, 156.3349494196467049, 3698
233, 157.0126624507546751, 3675
234, 157.6903754818626453, 3587
235, 158.3680885129706155, 3731
236, 159.0458015440786141, 3735
237, 159.7235145751865844, 3568
238, 160.4012276062945546, 3701
239, 161.0789406374025248, 3707
240, 161.7566536685104950, 3586
241, 162.4343666996184936, 3782
242, 163.1120797307264638, 3612
243, 163.7897927618344340, 3606
244, 164.4675057929424042, 3574
245, 165.1452188240504029, 3665
246, 165.8229318551583731, 3532
247, 166.5006448862663433, 3561
248, 167.1783579173743135, 3696
249, 167.8560709484822837, 3628
250, 168.5337839795902823, 3682
251, 169.2114970106982526, 3648
252, 169.8892100418062228, 3607
253, 170.5669230729141930, 3532
254, 171.2446361040221916, 3639
255, 171.9223491351301618, 3700
256, 172.6000621662381320, 3591
257, 173.2777751973461022, 3638
258, 173.9554882284540724, 3490
259, 174.6332012595620711, 3584
260, 175.3109142906700413, 3522
261, 175.9886273217780115, 3568
262, 176.6663403528859817, 3551
263, 177.3440533839939803, 3616
264, 178.0217664151019505, 3597
265, 178.6994794462099208, 3628
266, 179.3771924773178910, 3528
267, 180.0549055084258612, 3520
268, 180.7326185395338598, 3523
269, 181.4103315706418300, 3556
270, 182.0880446017498002, 3572
271, 182.7657576328577704, 3482
272, 183.4434706639657691, 3596
273, 184.1211836950737393, 3600
274, 184.7988967261817095, 3553
275, 185.4766097572896797, 3503
276, 186.1543227883976499, 3564
277, 186.8320358195056485, 3462
278, 187.5097488506136187, 3362
279, 188.1874618817215890, 3341
280, 188.8651749128295592, 3490
281, 189.5428879439375578, 3559
282, 190.2206009750455280, 3403
283, 190.8983140061534982, 3511
284, 191.5760270372614684, 3352
285, 192.2537400683694386, 3377
286, 192.9314530994774373, 3426
287, 193.6091661305854075, 3306
288, 194.2868791616933777, 3298
289, 194.9645921928013479, 3365
290, 195.6423052239093465, 3221
291, 196.3200182550173167, 3350
292, 196.9977312861252869, 3265
293, 197.6754443172332572, 3517
294, 198.3531573483412274, 3443
295, 199.0308703794492260, 3536
296, 199.7085834105571962, 3337
297, 200.3862964416651664, 3323
298, 201.0640094727731366, 3240
299, 201.7417225038811353, 3276
300, 202.4194355349891055, 3256
301, 203.0971485660970757, 3227
302, 203.7748615972050459, 3181
303, 204.4525746283130161, 3306
304, 205.1302876594210147, 3157
305, 205.8080006905289849, 3210
306, 206.4857137216369551, 3237
307, 207.1634267527449254, 3192
308, 207.8411397838529240, 3181
309, 208.5188528149608942, 3107
310, 209.1965658460688644, 3123
311, 209.8742788771768346, 3182
312, 210.5519919082848048, 3127
313, 211.2297049393928035, 3089
314, 211.9074179705007737, 3140
315, 212.5851310016087439, 3007
316, 213.2628440327167141, 3240
317, 213.9405570638247127, 3075
318, 214.6182700949326829, 3033
319, 215.2959831260406531, 3085
320, 215.9736961571486233, 3061
321, 216.6514091882565936, 3066
322, 217.3291222193645922, 2970
323, 218.0068352504725624, 2979
324, 218.6845482815805326, 2975
325, 219.3622613126885028, 3044
326, 220.0399743437965014, 2923
327, 220.7176873749044717, 2951
328, 221.3954004060124419, 2904
329, 222.0731134371204121, 3010
330, 222.7508264682283823, 3056
331, 223.4285394993363809, 2903
332, 224.1062525304443511, 2975
333, 224.7839655615523213, 2843
334, 225.4616785926602915, 2851
335, 226.1393916237682902, 2863
336, 226.8171046548762604, 2842
337, 227.4948176859842306, 2882
338, 228.1725307170922008, 2867
339, 228.8502437482001710, 2865
340, 229.5279567793081696, 2895
341, 230.2056698104161399, 2914
342, 230.8833828415241101, 2890
343, 231.5610958726320803, 2765
344, 232.2388089037400789, 2840
345, 232.9165219348480491, 2858
346, 233.5942349659560193, 2712
347, 234.2719479970639895, 2709
348, 234.9496610281719597, 2832
349, 235.6273740592799584, 2837
350, 236.3050870903879286, 2762
351, 236.9828001214958988, 2816
352, 237.6605131526038690, 2801
353, 238.3382261837118676, 2686
354, 239.0159392148198378, 2732
355, 239.6936522459278081, 2668
356, 240.3713652770357783, 2788
357, 241.0490783081437485, 3014
358, 241.7267913392517471, 3397
359, 242.4045043703597173, 2905
360, 243.0822174014676875, 2617
361, 243.7599304325756577, 2694
362, 244.4376434636836564, 2693
363, 245.1153564947916266, 2655
364, 245.7930695258995968, 2634
365, 246.4707825570075670, 2606
366, 247.1484955881155372, 2582
367, 247.8262086192235358, 2623
368, 248.5039216503315060, 2658
369, 249.1816346814394763, 2561
370, 249.8593477125474465, 2562
371, 250.5370607436554451, 2614
372, 251.2147737747634153, 2638
373, 251.8924868058713855, 2648
374, 252.5701998369793557, 2663
375, 253.2479128680873259, 2493
376, 253.9256258991953246, 2624
377, 254.6033389303032948, 2526
378, 255.2810519614112650, 2510
379, 255.9587649925192636, 2474
380, 256.6364780236272054, 2549
381, 257.3141910547352040, 2552
382, 257.9919040858432027, 2547
383, 258.6696171169511445, 2523
384, 259.3473301480591431, 2554
385, 260.0250431791670849, 2413
386, 260.7027562102750835, 2409
387, 261.3804692413830821, 2452
388, 262.0581822724910239, 2383
389, 262.7358953035990226, 2282
390, 263.4136083347069643, 2453
391, 264.0913213658149630, 2397
392, 264.7690343969229616, 2518
393, 265.4467474280309034, 2393
394, 266.1244604591389020, 2417
395, 266.8021734902468438, 2333
396, 267.4798865213548424, 2366
397, 268.1575995524628411, 2428
398, 268.8353125835707829, 2430
399, 269.5130256146787815, 2361
400, 270.1907386457867801, 2339
401, 270.8684516768947219, 2388
402, 271.5461647080027205, 2225
403, 272.2238777391106623, 2258
404, 272.9015907702186610, 2235
405, 273.5793038013266596, 2253
406, 274.2570168324346014, 2273
407, 274.9347298635426000, 2323
408, 275.6124428946505418, 2217
409, 276.2901559257585404, 2356
410, 276.9678689568665391, 2327
411, 277.6455819879744809, 2338
412, 278.3232950190824795, 2320
413, 279.0010080501904213, 2251
414, 279.6787210812984199, 2116
415, 280.3564341124064185, 2281
416, 281.0341471435143603, 2193
417, 281.7118601746223590, 2215
418, 282.3895732057303576, 2158
419, 283.0672862368382994, 2185
420, 283.7449992679462980, 2196
421, 284.4227122990542398, 2219
422, 285.1004253301622384, 2150
423, 285.7781383612702371, 2146
424, 286.4558513923781788, 2136
425, 287.1335644234861775, 2137
426, 287.8112774545941193, 2059
427, 288.4889904857021179, 2069
428, 289.1667035168101165, 2161
429, 289.8444165479180583, 2050
430, 290.5221295790260569, 2085
431, 291.1998426101339987, 2129
432, 291.8775556412419974, 2152
433, 292.5552686723499960, 2126
434, 293.2329817034579378, 2186
435, 293.9106947345659364, 2305
436, 294.5884077656739350, 3270
437, 295.2661207967818768, 3034
438, 295.9438338278898755, 2168
439, 296.6215468589978173, 1960
440, 297.2992598901058159, 2072
441, 297.9769729212138145, 2049
442, 298.6546859523217563, 2078
443, 299.3323989834297549, 1950
444, 300.0101120145376967, 1940
445, 300.6878250456456954, 2028
446, 301.3655380767536940, 1980
447, 302.0432511078616358, 1958
448, 302.7209641389696344, 1992
449, 303.3986771700775762, 1978
450, 304.0763902011855748, 1902
451, 304.7541032322935735, 1931
452, 305.4318162634015152, 2010
453, 306.1095292945095139, 1968
454, 306.7872423256175125, 1925
455, 307.4649553567254543, 1886
456, 308.1426683878334529, 1913
457, 308.8203814189413947, 1893
458, 309.4980944500493933, 1846
459, 310.1758074811573920, 1867
460, 310.8535205122653338, 1871
461, 311.5312335433733324, 1868
462, 312.2089465744812742, 1813
463, 312.8866596055892728, 1824
464, 313.5643726366972714, 1863
465, 314.2420856678052132, 1863
466, 314.9197986989132119, 1870
467, 315.5975117300211537, 1841
468, 316.2752247611291523, 1828
469, 316.9529377922371509, 1813
470, 317.6306508233450927, 1809
471, 318.3083638544530913, 1796
472, 318.9860768855610900, 1835
473, 319.6637899166690318, 1816
474, 320.3415029477770304, 1861
475, 321.0192159788849722, 1768
476, 321.6969290099929708, 1790
477, 322.3746420411009694, 1811
478, 323.0523550722089112, 1799
479, 323.7300681033169099, 1713
480, 324.4077811344248516, 1791
481, 325.0854941655328503, 1729
482, 325.7632071966408489, 1839
483, 326.4409202277487907, 1747
484, 327.1186332588567893, 1702
485, 327.7963462899647311, 1750
486, 328.4740593210727297, 1733
487, 329.1517723521807284, 1704
488, 329.8294853832886702, 1775
489, 330.5071984143966688, 1803
490, 331.1849114455046674, 1684
491, 331.8626244766126092, 1819
492, 332.5403375077206078, 2177
493, 333.2180505388285496, 5007
494, 333.8957635699365483, 6740
495, 334.5734766010445469, 1682
496, 335.2511896321524887, 1616
497, 335.9289026632604873, 1664
498, 336.6066156943684291, 1623
499, 337.2843287254764277, 1610
500, 337.9620417565844264, 1723
501, 338.6397547876923682, 1675
502, 339.3174678188003668, 1650
503, 339.9951808499083086, 1608
504, 340.6728938810163072, 1664
505, 341.3506069121243058, 1698
506, 342.0283199432322476, 1634
507, 342.7060329743402463, 1605
508, 343.3837460054482449, 1580
509, 344.0614590365561867, 1629
510, 344.7391720676641853, 1633
511, 345.4168850987721271, 1568
512, 346.0945981298801257, 1558
513, 346.7723111609881244, 1520
514, 347.4500241920960661, 1505
515, 348.1277372232040648, 1547
516, 348.8054502543120066, 1502
517, 349.4831632854200052, 1511
518, 350.1608763165280038, 1542
519, 350.8385893476359456, 2020
520, 351.5163023787439442, 3726
521, 352.1940154098519429, 3146
522, 352.8717284409598847, 1683
523, 353.5494414720678833, 1464
524, 354.2271545031758251, 1493
525, 354.9048675342838237, 1493
526, 355.5825805653918223, 1493
527, 356.2602935964997641, 1449
528, 356.9380066276077628, 1449
529, 357.6157196587157046, 1416
530, 358.2934326898237032, 1487
531, 358.9711457209317018, 1451
532, 359.6488587520396436, 1442
533, 360.3265717831476422, 1394
534, 361.0042848142555840, 1405
535, 361.6819978453635827, 1439
536, 362.3597108764715813, 1384
537, 363.0374239075795231, 1433
538, 363.7151369386875217, 1369
539, 364.3928499697955203, 1425
540, 365.0705630009034621, 1383
541, 365.7482760320114608, 1338
542, 366.4259890631194025, 1331
543, 367.1037020942274012, 1367
544, 367.7814151253353998, 1341
545, 368.4591281564433416, 1343
546, 369.1368411875513402, 1341
547, 369.8145542186592820, 1367
548, 370.4922672497672806, 1269
549, 371.1699802808752793, 1372
550, 371.8476933119832211, 1361
551, 372.5254063430912197, 1318
552, 373.2031193741991615, 1290
553, 373.8808324053071601, 1321
554, 374.5585454364151587, 1327
555, 375.2362584675231005, 1324
556, 375.9139714986310992, 1354
557, 376.5916845297390978, 1325
558, 377.2693975608470396, 1302
559, 377.9471105919550382, 1281
560, 378.6248236230629800, 1361
561, 379.3025366541709786, 1317
562, 379.9802496852789773, 1274
563, 380.6579627163869191, 1294
564, 381.3356757474949177, 1308
565, 382.0133887786028595, 1311
566, 382.6911018097108581, 1265
567, 383.3688148408188567, 1297
568, 384.0465278719267985, 1289
569, 384.7242409030347972, 1239
570, 385.4019539341427389, 1304
571, 386.0796669652507376, 1288
572, 386.7573799963587362, 1257
573, 387.4350930274666780, 1190
574, 388.1128060585746766, 1216
575, 388.7905190896826753, 1189
576, 389.4682321207906170, 1275
577, 390.1459451518986157, 1199
578, 390.8236581830065575, 1191
579, 391.5013712141145561, 1220
580, 392.1790842452225547, 1242
581, 392.8567972763304965, 1162
582, 393.5345103074384951, 1156
583, 394.2122233385464369, 1156
584, 394.8899363696544356, 1235
585, 395.5676494007624342, 1239
586, 396.2453624318703760, 1190
587, 396.9230754629783746, 1203
588, 397.6007884940863164, 1184
589, 398.2785015251943150, 1197
590, 398.9562145563023137, 1195
591, 399.6339275874102555, 1124
592, 400.3116406185182541, 1190
593, 400.9893536496262527, 1159
594, 401.6670666807341945, 1139
595, 402.3447797118421931, 1141
596, 403.0224927429501349, 1129
597, 403.7002057740581336, 1118
598, 404.3779188051661322, 1105
599, 405.0556318362740740, 1066
600, 405.7333448673820726, 1130
601, 406.4110578984900144, 1136
602, 407.0887709295980130, 1081
603, 407.7664839607060117, 1127
604, 408.4441969918139534, 1063
605, 409.1219100229219521, 1110
606, 409.7996230540298939, 1112
607, 410.4773360851378925, 1123
608, 411.1550491162458911, 1155
609, 411.8327621473538329, 1047
610, 412.5104751784618315, 1059
611, 413.1881882095698302, 1078
612, 413.8659012406777720, 1127
613, 414.5436142717857706, 1045
614, 415.2213273028937124, 1046
615, 415.8990403340017110, 1116
616, 416.5767533651097096, 1045
617, 417.2544663962176514, 1132
618, 417.9321794273256501, 1067
619, 418.6098924584335919, 1033
620, 419.2876054895415905, 1101
621, 419.9653185206495891, 1132
622, 420.6430315517575309, 1105
623, 421.3207445828655295, 1054
624, 421.9984576139734713, 1070
625, 422.6761706450814700, 1030
626, 423.3538836761894686, 1057
627, 424.0315967072974104, 1070
628, 424.7093097384054090, 1041
629, 425.3870227695134076, 965
630, 426.0647358006213494, 1088
631, 426.7424488317293481, 1049
632, 427.4201618628372898, 1052
633, 428.0978748939452885, 1055
634, 428.7755879250532871, 1010
635, 429.4533009561612289, 954
636, 430.1310139872692275, 983
637, 430.8087270183771693, 1004
638, 431.4864400494851679, 973
639, 432.1641530805931666, 1046
640, 432.8418661117011084, 1017
641, 433.5195791428091070, 986
642, 434.1972921739170488, 971
643, 434.8750052050250474, 947
644, 435.5527182361330460, 978
645, 436.2304312672409878, 947
646, 436.9081442983489865, 970
647, 437.5858573294569851, 978
648, 438.2635703605649269, 953
649, 438.9412833916729255, 939
650, 439.6189964227808673, 914
651, 440.2967094538888659, 987
652, 440.9744224849968646, 906
653, 441.6521355161048064, 895
654, 442.3298485472128050, 953
655, 443.0075615783207468, 916
656, 443.6852746094287454, 965
657, 444.3629876405367440, 931
658, 445.0407006716446858, 908
659, 445.7184137027526845, 972
660, 446.3961267338606262, 964
661, 447.0738397649686249, 955
662, 447.7515527960766235, 949
663, 448.4292658271845653, 901
664, 449.1069788582925639, 951
665, 449.7846918894005626, 918
666, 450.4624049205085043, 908
667, 451.1401179516165030, 911
668, 451.8178309827244448, 909
669, 452.4955440138324434, 920
670, 453.1732570449404420, 924
671, 453.8509700760483838, 810
672, 454.5286831071563824, 940
673, 455.2063961382643242, 889
674, 455.8841091693723229, 920
675, 456.5618222004803215, 887
676, 457.2395352315882633, 897
677, 457.9172482626962619, 891
678, 458.5949612938042037, 895
679, 459.2726743249122023, 864
680, 459.9503873560202010, 844
681, 460.6281003871281428, 823
682, 461.3058134182361414, 884
683, 461.9835264493441400, 868
684, 462.6612394804520818, 880
685, 463.3389525115600804, 855
686, 464.0166655426680222, 889
687, 464.6943785737760209, 818
688, 465.3720916048840195, 828
689, 466.0498046359919613, 797
690, 466.7275176670999599, 817
691, 467.4052306982079017, 869
692, 468.0829437293159003, 839
693, 468.7606567604238990, 842
694, 469.4383697915318407, 825
695, 470.1160828226398394, 825
696, 470.7937958537477812, 842
697, 471.4715088848557798, 848
698, 472.1492219159637784, 801
699, 472.8269349470717202, 804
700, 473.5046479781797188, 834
701, 474.1823610092877175, 813
702, 474.8600740403956593, 813
703, 475.5377870715036579, 844
704, 476.2155001026115997, 836
705, 476.8932131337195983, 808
706, 477.5709261648275969, 828
707, 478.2486391959355387, 794
708, 478.9263522270435374, 808
709, 479.6040652581514792, 866
710, 480.2817782892594778, 813
711, 480.9594913203674764, 797
712, 481.6372043514754182, 773
713, 482.3149173825834168, 838
714, 482.9926304136913586, 800
715, 483.6703434447993573, 791
716, 484.3480564759073559, 858
717, 485.0257695070152977, 750
718, 485.7034825381232963, 788
719, 486.3811955692312949, 780
720, 487.0589086003392367, 766
721, 487.7366216314472354, 845
722, 488.4143346625551771, 758
723, 489.0920476936631758, 744
724, 489.7697607247711744, 718
725, 490.4474737558791162, 704
726, 491.1251867869871148, 755
727, 491.8028998180950566, 815
728, 492.4806128492030552, 803
729, 493.1583258803110539, 797
730, 493.8360389114189957, 737
731, 494.5137519425269943, 737
732, 495.1914649736349361, 732
733, 495.8691780047429347, 691
734, 496.5468910358509333, 770
735, 497.2246040669588751, 774
736, 497.9023170980668738, 770
737, 498.5800301291748724, 754
738, 499.2577431602828142, 734
739, 499.9354561913908128, 713
740, 500.6131692224987546, 695
741, 501.2908822536067532, 738
742, 501.9685952847147519, 741
743, 502.6463083158226937, 738
744, 503.3240213469306923, 715
745, 504.0017343780386341, 731
746, 504.6794474091466327, 719
747, 505.3571604402546313, 751
748, 506.0348734713625731, 734
749, 506.7125865024705718, 827
750, 507.3902995335785135, 902
751, 508.0680125646865122, 1136
752, 508.7457255957945108, 1629
753, 509.4234386269024526, 2833
754, 510.1011516580104512, 4479
755, 510.7788646891184499, 4993
756, 511.4565777202263916, 4326
757, 512.1342907513343334, 2756
758, 512.8120037824423889, 1520
759, 513.4897168135503307, 1031
760, 514.1674298446582725, 829
761, 514.8451428757663280, 781
762, 515.5228559068742697, 717
763, 516.2005689379822115, 698
764, 516.8782819690902670, 674
765, 517.5559950001982088, 655
766, 518.2337080313061506, 620
767, 518.9114210624140924, 665
768, 519.5891340935221479, 685
769, 520.2668471246300896, 658
770, 520.9445601557380314, 693
771, 521.6222731868460869, 652
772, 522.2999862179540287, 630
773, 522.9776992490619705, 645
774, 523.6554122801700260, 649
775, 524.3331253112779677, 643
776, 525.0108383423859095, 583
777, 525.6885513734939650, 582
778, 526.3662644046019068, 622
779, 527.0439774357098486, 609
780, 527.7216904668177904, 570
781, 528.3994034979258458, 650
782, 529.0771165290337876, 616
783, 529.7548295601417294, 638
784, 530.4325425912497849, 583
785, 531.1102556223577267, 645
786, 531.7879686534656685, 668
787, 532.4656816845737239, 609
788, 533.1433947156816657, 584
789, 533.8211077467896075, 609
790, 534.4988207778975493, 580
791, 535.1765338090056048, 591
792, 535.8542468401135466, 557
793, 536.5319598712214884, 625
794, 537.2096729023295438, 595
795, 537.8873859334374856, 595
796, 538.5650989645454274, 570
797, 539.2428119956534829, 609
798, 539.9205250267614247, 620
799, 540.5982380578693665, 558
800, 541.2759510889774219, 576
801, 541.9536641200853637, 596
802, 542.6313771511933055, 559
803, 543.3090901823012473, 582
804, 543.9868032134093028, 625
805, 544.6645162445172446, 566
806, 545.3422292756251863, 586
807, 546.0199423067332418, 571
808, 546.6976553378411836, 578
809, 547.3753683689491254, 629
810, 548.0530814000571809, 583
811, 548.7307944311651227, 571
812, 549.4085074622730644, 559
813, 550.0862204933811199, 562
814, 550.7639335244890617, 596
815, 551.4416465555970035, 599
816, 552.1193595867049453, 552
817, 552.7970726178130008, 528
818, 553.4747856489209425, 595
819, 554.1524986800288843, 567
820, 554.8302117111369398, 524
821, 555.5079247422448816, 565
822, 556.1856377733528234, 534
823, 556.8633508044608789, 495
824, 557.5410638355688207, 540
825, 558.2187768666767624, 576
826, 558.8964898977847042, 562
827, 559.5742029288927597, 535
828, 560.2519159600007015, 556
829, 560.9296289911086433, 525
830, 561.6073420222166988, 524
831, 562.2850550533246405, 535
832, 562.9627680844325823, 519
833, 563.6404811155406378, 554
834, 564.3181941466485796, 563
835, 564.9959071777565214, 555
836, 565.6736202088645769, 531
837, 566.3513332399725186, 548
838, 567.0290462710804604, 504
839, 567.7067593021884022, 557
840, 568.3844723332964577, 565
841, 569.0621853644043995, 531
842, 569.7398983955123413, 589
843, 570.4176114266203967, 564
844, 571.0953244577283385, 514
845, 571.7730374888362803, 515
846, 572.4507505199443358, 543
847, 573.1284635510522776, 526
848, 573.8061765821602194, 510
849, 574.4838896132682748, 546
850, 575.1616026443762166, 505
851, 575.8393156754841584, 526
852, 576.5170287065921002, 505
853, 577.1947417377001557, 508
854, 577.8724547688080975, 517
855, 578.5501677999160393, 525
856, 579.2278808310240947, 567
857, 579.9055938621320365, 538
858, 580.5833068932399783, 476
859, 581.2610199243480338, 496
860, 581.9387329554559756, 497
861, 582.6164459865639174, 527
862, 583.2941590176718591, 542
863, 583.9718720487799146, 482
