Centroid,  Net_Area,   Net_Area,      Peak, FWHM,   FWHM,Reduced, ROI_Total,ROI, File,         ,     ,     , Nuclide, Photopeak_Energy, ROI_Lower_Energy, ROI_Upper_Energy, Color, User_Label, Continuum_Type
 1000.47,     147.2,  53.3     ,2.1237e-004, 1.85,  0.19%,   1.59,    6860.5,  40,  ,693190.812,,,Pa234m,1000.99,995.181,1007.49,#ff6633,,Linear
 1120.10,    2866.2,  81.2     ,4.1348e-003, 1.66,  0.15%,   0.36,    9738.0,  41,  ,693190.812,,,Bi214,1120.29,1114.11,1125.66,,,Linear
 1155.02,     511.2,  56.5     ,7.3750e-004, 2.16,  0.19%,   0.51,    9252.5,  42,  ,693190.812,,,Bi214,1155.19,1147.73,1162.27,#006600,,Linear
 1238.08,    1291.5,  78.1     ,1.8632e-003, 1.94,  0.16%,   2.27,   10886.7,  43,  ,693190.812,,,Bi214,1238.11,1231.06,1244.85,#006600,,Linear
 1280.90,     187.3,  52.8     ,2.7018e-004, 1.55,  0.12%,   0.89,    6174.0,  44,  ,693190.812,,,Bi214,1280.96,1274.82,1287.3,#006600,,Linear
 1377.83,     823.6,  49.7     ,1.1881e-003, 1.87,  0.14%,   1.18,    3186.9,  45,  ,693190.812,,,Bi214,1377.67,1372.07,1383.08,#006600,,Linear
 1385.80,     177.1,  36.1     ,2.5548e-004, 2.28,  0.16%,   0.50,    2253.5,  46,  ,693190.812,,,Bi214,1385.31,1380.87,1391.04,#006600,,Linear
 1401.52,     231.4,  32.0     ,3.3377e-004, 1.77,  0.13%,   0.54,    2519.3,  47,  ,693190.812,,,Bi214,1401.50,1395.56,1406.62,#006600,,Linear
 1408.12,     327.1,  37.3     ,4.7184e-004, 1.43,  0.10%,   3.82,    2891.0,  48,  ,693190.812,,,Bi214,1407.98,1401.53,1413.19,#006600,,Linear
 1461.00,   77126.2,  280.8    ,1.1126e-001, 1.89,  0.13%,   6.73,   79702.3,  49,  ,693190.812,,,K40,1460.75,1454.21,1467.93,,,Linear
 1509.54,     380.5,  34.5     ,5.4889e-004, 1.93,  0.13%,   2.42,    2706.9,  50,  ,693190.812,,,Bi214,1509.23,1501.37,1518.75,,,Linear
 1588.14,     620.1,  32.5     ,8.9455e-004, 1.92,  0.12%,   1.57,    6691.3,  51,  ,693190.812,,,Ac228,1588.20,1566.42,1614.14,#cc3333,,Linear
 1592.57,     435.7,  29.3     ,6.2852e-004, 1.95,  0.12%,   1.57,    6691.3,  52,  ,693190.812,,,Tl208 (D.E.),1592.54,1566.42,1614.14,#00b9ff,,Linear
 1620.76,     248.9,  30.1     ,3.5903e-004, 1.66,  0.10%,   2.00,    2043.5,  53,  ,693190.812,,,Bi212,1620.50,1612.93,1628.52,#ff66ff,,Linear
 1630.69,     273.9,  33.2     ,3.9507e-004, 2.09,  0.13%,   1.43,    1678.8,  54,  ,693190.812,,,Ac228,1630.63,1624.71,1637.33,#cc3333,,Linear
 1661.30,     190.5,  24.9     ,2.7483e-004, 2.30,  0.14%,   0.53,    4229.3,  55,  ,693190.812,,,Bi214,1661.28,1650.89,1693.04,,,Linear
 1729.51,     537.5,  34.2     ,7.7535e-004, 2.01,  0.12%,   0.71,    1676.9,  56,  ,693190.812,,,Bi214,1729.59,1722.71,1735.89,,,Linear
 1764.56,    2711.6,  58.4     ,3.9118e-003, 2.13,  0.12%,   1.41,    3928.9,  57,  ,693190.812,,,Bi214,1764.49,1756.95,1771.68,,,Linear
 1847.53,     397.9,  31.8     ,5.7403e-004, 2.33,  0.13%,   1.23,    2296.7,  58,  ,693190.812,,,Bi214,1847.42,1832.5,1855.54,,,Linear
 2103.23,     766.3,  40.3     ,1.1055e-003, 3.48,  0.17%,   0.82,    2249.7,  59,  ,693190.812,,,Tl208 (S.E.),1233.00,2092.06,2114.42,,,Linear
 2118.34,     177.3,  24.7     ,2.5578e-004, 1.92,  0.09%,   0.63,    1465.1,  60,  ,693190.812,,,Bi214,2118.55,2108.33,2127.98,,,Linear
 2203.82,     781.3,  37.1     ,1.1271e-003, 2.43,  0.11%,   1.64,    1821.4,  61,  ,693190.812,,,Bi214,2204.21,2197.11,2213.38,,,Linear
 2447.76,     237.0,  29.6     ,3.4186e-004, 2.51,  0.10%,   1.04,     970.5,  62,  ,693190.812,,,Bi214,2447.86,2442.48,2457.38,,,Linear
 2614.54,    5266.4,  74.5     ,7.5973e-003, 2.53,  0.10%,   1.40,    5883.6,  63,  ,693190.812,,,Tl208,2614.53,2602.04,2624.14,#00b9ff,,Linear
